"GRID_TYPE","GAME_ID","GAME_EVENT_ID","PLAYER_ID","PLAYER_NAME","TEAM_ID","TEAM_NAME","PERIOD","MINUTES_REMAINING","SECONDS_REMAINING","EVENT_TYPE","ACTION_TYPE","SHOT_TYPE","SHOT_ZONE_BASIC","SHOT_ZONE_AREA","SHOT_ZONE_RANGE","SHOT_DISTANCE","LOC_X","LOC_Y","SHOT_ATTEMPTED_FLAG","SHOT_MADE_FLAG","GAME_DATE","HTM","VTM"
"Shot Chart Detail","0021700054","520","1626220","Royce O'Neale","1610612762","Utah Jazz","4","8","46","Missed Shot","Running Layup Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.","4","3","41","1","0","20171024","LAC","UTA"
"Shot Chart Detail","0021700054","529","1626220","Royce O'Neale","1610612762","Utah Jazz","4","8","24","Missed Shot","Jump Shot","3PT Field Goal","Left Corner 3","Left Side(L)","24+ ft.","23","-234","11","1","0","20171024","LAC","UTA"
"Shot Chart Detail","0021700098","631","1626220","Royce O'Neale","1610612762","Utah Jazz","4","1","10","Missed Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.","18","87","167","1","0","20171030","UTA","DAL"
"Shot Chart Detail","0021700098","638","1626220","Royce O'Neale","1610612762","Utah Jazz","4","0","32","Made Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.","2","22","10","1","1","20171030","UTA","DAL"
"Shot Chart Detail","0021700140","501","1626220","Royce O'Neale","1610612762","Utah Jazz","4","10","50","Missed Shot","Jump Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.","3","-27","20","1","0","20171105","HOU","UTA"
"Shot Chart Detail","0021700140","522","1626220","Royce O'Neale","1610612762","Utah Jazz","4","9","37","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.","25","1","253","1","0","20171105","HOU","UTA"
"Shot Chart Detail","0021700140","589","1626220","Royce O'Neale","1610612762","Utah Jazz","4","5","57","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.","26","24","266","1","0","20171105","HOU","UTA"
"Shot Chart Detail","0021700140","642","1626220","Royce O'Neale","1610612762","Utah Jazz","4","2","33","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.","26","191","180","1","0","20171105","HOU","UTA"
"Shot Chart Detail","0021700140","651","1626220","Royce O'Neale","1610612762","Utah Jazz","4","1","37","Made Shot","Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.","1","-3","16","1","1","20171105","HOU","UTA"
"Shot Chart Detail","0021700140","668","1626220","Royce O'Neale","1610612762","Utah Jazz","4","0","10","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.","20","-172","104","1","0","20171105","HOU","UTA"
"Shot Chart Detail","0021700197","514","1626220","Royce O'Neale","1610612762","Utah Jazz","4","6","55","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.","25","-220","121","1","0","20171113","UTA","MIN"
"Shot Chart Detail","0021700197","536","1626220","Royce O'Neale","1610612762","Utah Jazz","4","4","59","Missed Shot","Jump Shot","3PT Field Goal","Left Corner 3","Left Side(L)","24+ ft.","23","-231","17","1","0","20171113","UTA","MIN"
"Shot Chart Detail","0021700219","73","1626220","Royce O'Neale","1610612762","Utah Jazz","1","4","44","Missed Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.","24","162","184","1","0","20171117","BKN","UTA"
"Shot Chart Detail","0021700219","241","1626220","Royce O'Neale","1610612762","Utah Jazz","2","4","39","Missed Shot","Driving Floating Bank Jump Shot","2PT Field Goal","Mid-Range","Right Side(R)","8-16 ft.","8","85","15","1","0","20171117","BKN","UTA"
"Shot Chart Detail","0021700219","446","1626220","Royce O'Neale","1610612762","Utah Jazz","3","0","50","Made Shot","Running Dunk Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.","0","6","4","1","1","20171117","BKN","UTA"
"Shot Chart Detail","0021700219","636","1626220","Royce O'Neale","1610612762","Utah Jazz","4","1","11","Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.","1","12","-2","1","1","20171117","BKN","UTA"
"Shot Chart Detail","0021700229","604","1626220","Royce O'Neale","1610612762","Utah Jazz","4","4","0","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.","26","182","196","1","0","20171118","ORL","UTA"
"Shot Chart Detail","0021700229","626","1626220","Royce O'Neale","1610612762","Utah Jazz","4","2","34","Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.","3","3","37","1","0","20171118","ORL","UTA"
"Shot Chart Detail","0021700244","659","1626220","Royce O'Neale","1610612762","Utah Jazz","4","3","49","Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.","25","113","228","1","1","20171120","PHI","UTA"
"Shot Chart Detail","0021700244","684","1626220","Royce O'Neale","1610612762","Utah Jazz","4","2","15","Made Shot","Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.","0","0","-1","1","1","20171120","PHI","UTA"
"Shot Chart Detail","0021700301","115","1626220","Royce O'Neale","1610612762","Utah Jazz","1","2","45","Made Shot","Jump Shot","3PT Field Goal","Left Corner 3","Left Side(L)","24+ ft.","22","-228","1","1","1","20171128","UTA","DEN"
"Shot Chart Detail","0021700301","151","1626220","Royce O'Neale","1610612762","Utah Jazz","2","11","21","Made Shot","Jump Shot","3PT Field Goal","Left Corner 3","Left Side(L)","24+ ft.","23","-237","1","1","1","20171128","UTA","DEN"
"Shot Chart Detail","0021700301","509","1626220","Royce O'Neale","1610612762","Utah Jazz","4","7","8","Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.","1","-16","6","1","0","20171128","UTA","DEN"
"Shot Chart Detail","0021700301","513","1626220","Royce O'Neale","1610612762","Utah Jazz","4","6","38","Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.","25","-48","250","1","1","20171128","UTA","DEN"
"Shot Chart Detail","0021700301","565","1626220","Royce O'Neale","1610612762","Utah Jazz","4","2","22","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.","25","-127","218","1","0","20171128","UTA","DEN"
"Shot Chart Detail","0021700301","579","1626220","Royce O'Neale","1610612762","Utah Jazz","4","1","19","Made Shot","Step Back Jump shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.","8","9","83","1","1","20171128","UTA","DEN"
"Shot Chart Detail","0021700301","582","1626220","Royce O'Neale","1610612762","Utah Jazz","4","0","59","Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.","2","24","13","1","0","20171128","UTA","DEN"
"Shot Chart Detail","0021700317","502","1626220","Royce O'Neale","1610612762","Utah Jazz","4","8","50","Made Shot","Alley Oop Layup shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.","1","2","17","1","1","20171130","LAC","UTA"
"Shot Chart Detail","0021700317","586","1626220","Royce O'Neale","1610612762","Utah Jazz","4","2","31","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.","26","-36","262","1","0","20171130","LAC","UTA"
"Shot Chart Detail","0021700325","179","1626220","Royce O'Neale","1610612762","Utah Jazz","2","9","47","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.","25","-172","183","1","0","20171201","UTA","NOP"
"Shot Chart Detail","0021700325","231","1626220","Royce O'Neale","1610612762","Utah Jazz","2","6","47","Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.","2","-24","16","1","0","20171201","UTA","NOP"
"Shot Chart Detail","0021700325","448","1626220","Royce O'Neale","1610612762","Utah Jazz","3","1","42","Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.","1","-16","8","1","0","20171201","UTA","NOP"
"Shot Chart Detail","0021700349","173","1626220","Royce O'Neale","1610612762","Utah Jazz","2","8","22","Made Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.","24","111","220","1","1","20171204","UTA","WAS"
"Shot Chart Detail","0021700349","444","1626220","Royce O'Neale","1610612762","Utah Jazz","3","1","13","Made Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.","25","63","245","1","1","20171204","UTA","WAS"
"Shot Chart Detail","0021700349","520","1626220","Royce O'Neale","1610612762","Utah Jazz","4","7","35","Missed Shot","Jump Shot","3PT Field Goal","Right Corner 3","Right Side(R)","24+ ft.","23","234","14","1","0","20171204","UTA","WAS"
"Shot Chart Detail","0021700349","524","1626220","Royce O'Neale","1610612762","Utah Jazz","4","7","1","Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.","26","168","200","1","1","20171204","UTA","WAS"
"Shot Chart Detail","0021700349","528","1626220","Royce O'Neale","1610612762","Utah Jazz","4","6","22","Made Shot","Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.","1","19","3","1","1","20171204","UTA","WAS"
"Shot Chart Detail","0021700351","193","1626220","Royce O'Neale","1610612762","Utah Jazz","2","9","27","Missed Shot","Jump Shot","3PT Field Goal","Left Corner 3","Left Side(L)","24+ ft.","22","-223","16","1","0","20171205","OKC","UTA"
"Shot Chart Detail","0021700351","284","1626220","Royce O'Neale","1610612762","Utah Jazz","2","4","1","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.","25","181","173","1","0","20171205","OKC","UTA"
